text,sentiment,language
يوم ما #السيسى هيكسب الانتخابات هعملها بروفايل واقوله #ارحل,negative,ar_fusha
بسمة أمل - العون من الله علي قدر النية قصة من التاريخ الإسلامي بطلها خالد بن الوليد حدثت عندما كان,neutral,ar_fusha
لا للمحاكمات العسكرية,negative,ar_fusha
"احضن اللى بتحبه "" بكلامك "" ! - قوله كلمة حلوة #فجأة :"") ! ^_^ #",neutral,ar_fusha
أتحدى أي شيخ من المتاجرين يطلع يقول الكلام اللي بيتقال قدام السفارة على الهواليه لإنهم يعشقوا التحريض بس وتسخين الشباب لإن ده بيزود السبوبة,negative,ar_fusha
علي فكرة عبد الله السعيد صانع الاهداف الثلاثة الماتش الاخير,positive,ar_fusha
إنسان أيا إنسان ما أجهلك ما اتفهك في الكون وما أضألك شمس وقمر وسدوم وملايين نجوم وفاكرها يا موهوم مخلوقة لك عجبي! #صلاح_جاهين,negative,ar_fusha
حان وقت الشير,neutral,ar_fusha
عدم وجود مصدر محايد للمعلومة بقى شيء مقرف جداً بصراحة,negative,ar_fusha
هل الرئيس مرسي شرعي ومنتخب هل الشعب قادر على اختيار ما يفيده هل هدف الثورة ان نتخلص من حكم العسكر اذا الاجابة بالنفى فلماذا قمنا بثورة,neutral,ar_fusha
شاهد - آخر كلام: عام على مذبحة ماسبيرو #,neutral,ar_fusha
المجلس العسكري نمتلك ادلة تدين 6 ابريل و تدريبهم في الخارج و في الاخر #فسسسسسسسسسس,negative,ar_fusha
كل الناس شيفنا حبايب إلا عنيكى وأنا من خوفى لتبعدى عنى بخبى عليكى #عمرو_دياب,neutral,ar_fusha
التعذيب خط أحمر لا أتصور أن أحدا مهما كان عاقلا أو نصف عاقل أو خائف على مصر يمكن أن يوافق على التعذيب ولوجاء من الجيش ولو,negative,ar_fusha
قسوة مخيفة في رفض الآخر الفكري أو السياسي أو الديني وتشويهه وتخوينه تمهيدا لنزع إنسانيته وممارسة العنف ضده,negative,ar_fusha
"مداخلة الدكتور عمرو خالد في برنامج ""آخر النهار"" مع الإعلامي خالد صلاح من جنوب السودان، ضمن الوفد الشعبي الذي يزور",neutral,ar_fusha
سأبقى أحبك ولن أندم ويبقى حبك في قلبي والله أعلم,positive,ar_fusha
682 #الراتب_مايكفي_الحاجة #الاتحاد #الهلال #النصر #الاهلي #مرسي,positive,ar_fusha
شكرا ياشباب على محبتكم ربنا يجعل كلامنا خالصا لله والوطن ده رابط تحميل المعصرة مقالة أحمد زكي مهمة تصبحوا على خير,positive,ar_fusha
الإخوان جماعة إرهابية وهم من قتلوا ابني,negative,ar_fusha
"أبو تريكة عن صلاح وجدو: ""أحسن اتنين احتياطى فى العالم""",positive,ar_fusha
لا أهاجم مرسي لأني أستكثر عليه الرئاسة بل لأنه كذاب ومخلف لوعوده وفي رقبته دماء شبابلا أسميكم خرفانا فحتى الخروف يستحي أن يدافع عن كذاب,negative,ar_fusha
فلتقل خيرا أو لتصمت #خلق_جميل,positive,ar_fusha
3 غير صحيح! التوقيع لخالد كان لتمكينه وهو الشاب الوحيد والأكثر جراءة في الدفاع عن المدنية من دخول السباق الرئاسي,positive,ar_fusha
#سليمان_خاطر بطل,positive,ar_fusha
استدعاء نوارة نجم ومظهر شاهين وممدوح حمزه للتحقيق معناه ان مناصرة الثورة اصبحت جريمة عند المجلس العسكري,negative,ar_fusha
نفس الكلمتيين اللى سمح بهم #السادات الى #صباحى يقولهم امامه وهو طالب هما نفس الكلمتين الذى يرددهم فى حملته!,neutral,ar_fusha
خبر مدفون,neutral,ar_fusha
كلنا نثق في الجيش المصري ومن أجل ثقتنا واعتزازنا به نريده أن يرجع إلى ثكناته ولا يزج به في حسابات سياسية ضيقة,neutral,ar_fusha
مدينة #السادات كانت كل المباني فيها تقريباً (مباني المدينة أو الجهاز) عليها سخانات شمسية,negative,ar_fusha
الخطأ القومي عندنا هو التبجيل,negative,ar_fusha
التاريخ حافل برؤساء استقالوا وانتهت حياتهم السياسية تماما بسبب واقعة فساد واحدة وفي مصر يدفعون بمرشح ضده 35 واقعة فساد لم يحقق فيها احد,neutral,ar_fusha
المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,positive,ar_fusha
كل شعور انخلق منك وعاش لك ، لا تسمح له يروح لغيرك #حاول,neutral,ar_fusha
شاهد - آخر كلام: أحداث مصر اليوم 31/03/2011 #,neutral,ar_fusha
في #عيد_العمال نستذكر ان هناك من ساهم وساعد ووشى وتشمّت وأظهر حقده وكرهه وتسبب بفصل قرابة ٥٠٠٠ موظف ! هنيئا لكم مزبلة التاري…,negative,ar_fusha
خارطة الطريق تستلزم مشاركة وطنية بعيدة عن العنف #السادة_المحترمون,neutral,ar_fusha
انصار الشرعية يدينون هذه التفجيرات #مصر_الليلة,negative,ar_fusha
كلمتين كدا يا وﻻد اﻻحبه #تمرد الشغل فيها كان نصيف و بأمانهلكن بعد #30_6 بقت معرصهف ما حدش م #اﻻخوان يشكك ف التوقيعات #نقطه,negative,ar_fusha
مرسي مثل مبارك سيعين رؤساء الأجهزة الرقابية هل يستطيع رئيس جهاز رقابي عينه مرسي ان يعترض على ميزانية الرئاسة او تمويل الاخواندستوركم باطل,negative,ar_fusha
#اخبار_الزمالك : #ميدو: خلع #عمر_جابر لقميصه وفاءً #_ #اخبار_الرياضة_المصرية_والعالمية_اليوم #اخب,neutral,ar_fusha
فش الغل سيؤدي للقتل في النهاية لو انت يا ليبرالي يا بتاع الحريات مانبهتش لكده يبقى على بوصلتنا الاخلاقية السلام,negative,ar_fusha
هاتفيا حمدين صباحي مؤسس التيار الشعبي #السادة_المحترمون,neutral,ar_fusha
من بوابة الأهرام الأسلوب الحقير للصهاينه استخدم من قبل مع اخرين,negative,ar_fusha
نقسم بالله العظيم على أن لا نعترف لحظة واحدة بالإنقلاب العسكري وأن لا نتوقف عن مقاومته و أن لا يهنئ أو يستقر حكم مصر للإنقلاب…,neutral,ar_fusha
احسن ميلف فى مصر #فيفي_عبده_الام_المثالية,positive,ar_fusha
كل الدساتير الماضية سقطت لانها لم تكن وفق ارادة مجتمعية #السادة_المحترمون,negative,ar_fusha
أمي ولك في هذا اليوم دعوه ؛ حفظك الله من كل سوء ياجنتي حفظ الله أمي وأمهاتكم وجميع أمهات المسلمين #عيد_الأم …,positive,ar_fusha
الندوة الأسبوعية للدكتور علاء الأسواني بمركز شبابيك - المقطم الليلة الخميس السابعة مساءً التفاصيل->,neutral,ar_fusha
اسألوا #البرادعي عما فعله في #العراق #البرادعى_طلع_جاسوس #باسم_طلع_حرامي …,negative,ar_fusha
شاهد - آخر كلام: مسحت الكلام؟ طب مسحت الدم؟ جبت حق اللي مات؟ #,negative,ar_fusha
مصر 30 اغسطس انزل احشد اهتف يسقط حكم العسكر سلميتنا هى طريقنا للنصر سلمية سلمية,neutral,ar_fusha
سامح ومرسي وماهر,neutral,ar_fusha
#اكتب_عبارة_على_باب_قلبك اركد الله يهديك : \,neutral,ar_fusha
ربنا يخليك ليا !,positive,ar_fusha
ألف رحمة ونور عليك يافنان مصر العظيم ياأعذب الناس وأجملهم وأطيبهم,positive,ar_fusha
أهطل صفة مش شتيمة,neutral,ar_fusha
هو اللي عيونه ندوني مالعالم كله خدوني,positive,ar_fusha
#وانا_صغير_كنت دايم أسوي زي كذا ☺️,positive,ar_fusha
#أنصار_المعزول تعدى بالضرب والتعذيب على الصحفى بجريدة #فيتو محمد ممتاز,negative,ar_fusha
كيف تختار البطيخة الحلوة و الجيدة😘 #غرد_بمعلومة #غرد_بصورة,positive,ar_fusha
#اوعى_تنسى عاشوا رجاله وماتوا اسود :(,positive,ar_fusha
الثائر الحر #عصام_سلطان معتقل في سجون الانقلاب عصام سلطان مش رقم #انا_مش_رقم,neutral,ar_fusha
الصلح خير قوم نتصالح #المشير,positive,ar_fusha
قصه قصيرة : عرف ربه فأحبه فعاش سعيداً,positive,ar_fusha
كيف ترجو النهضة والتقدم من شخص يعتقد أن المنحلة أخلاقيا تضع اللولب في جيبها؟,negative,ar_fusha
اشعر بالألم الشديد و نحن نعيش فوضى لا أخلاقية و انحطاط في المبادئ و القيم و صدمة ممن كنا نعتقد أنهم بصدق علماء و دعاة,negative,ar_fusha
#سلامتك_يا_خليفة إن من حق ولي الأمر علينا جميعا أن ندعوا له بظهر الغيب بالشفاء العاجل اللهم ألبس الشيخ خليفة ثوب الصحة ولباس العافية,positive,ar_fusha
احببت فيك هذا الضني الناطق المعبر انها الانسانية كلها في قلب رجل #مصطفي_محمود #ضي,positive,ar_fusha
مع اشراقة كل شمس نبدأ عملنا بروح نشيطة وهمة عالية ويد واحدة ونية متجددة أحلى صباح لأجمل متطوعين فى اعظم حملة,positive,ar_fusha
عار عار عار عار عار عار مانحن فيه عار الدماء أنهار والشهداء بالعشرات الرصاص فى الرأس والرقبة والصدر,negative,ar_fusha
لابد من التوجيه التحيه الى حزب البناء و التنميه ( الجماعه الاسلاميه ) الذى تنازل عن نصيبه فى التاسيسيه من اجل احداث ال,positive,ar_fusha
#سوريا_فى_القلب الله ينصركم يارب ويشفي صدوركم,positive,ar_fusha
"البيان: كاديلاك ""ايه تي اس"" تتحدّى الفخامة - #الإمارات #بالعربي",neutral,ar_fusha
مهو لما الواحد يصتبح علي جدول #الامتحانات كدة مفروض بقيت اليوم هيبقي عامل ازاي -_-,negative,ar_fusha
إعلاميون بلا حدود - #الرقة || #هام يقوم الآن عدد من عناصر الدولة الاسلامية في العراق والشام بحملة اعتقالات,neutral,ar_fusha
"المجد لشهداء ""#محمد_محمود"" الذين سالت دماؤهم لتروي شجرة النضال …",positive,ar_fusha
بسام الحمرا بتاع حزب النور بيراهن ان يوم 30 مش هيحصل حاجه وانه عداوه على الاسلام !! افضحوهم #حزب_النور,negative,ar_fusha
صور مفتي الإخوان المسلمين القرضاوي مع حاخام يهود ومع طغاة العرب #إنصاف_الإخوان,negative,ar_fusha
و فوجئنا بالخبر منشورا في وسائل الاعلام وسنتوجه غدا الاحد الموافق 31 مارس الساعة التاسعة و النصف صباحا الى مكتب النائب العام لحضور التحقيق,neutral,ar_fusha
134 شهيد و3400معتقل قتل وتعذيب واعلان دستوري يجعل إرادة مرسي فوق القانون لكن اردوغان لم يعترض الا عندما خلع الشعب مرسي الاخوان ملة واحدة,negative,ar_fusha
العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا,negative,ar_fusha
قوات من #الشرطة و #العسكر لقتل #الطلبة مش ناسيين #عمرو_خلاف #محمد_عادل #شريف_عاطف وغيرهم كتييييير,negative,ar_fusha
د أبو الفتوح : مشكلتكم تحتاج لقرار ادارى والحكومة الحاليه ضعيفة لدرجة انها لا تستطيع اتخاذ قرار ولا بد من سرعة,negative,ar_fusha
#جنين #فلسطين ️,neutral,ar_fusha
دفاعا عن الحرية والديمقراطية والمدنية وسيادة القانون التي أؤمن أن خلاص مصر مرتبط بالانتصار لهم، وللرأي العام، وللتاريخ الذي يدون الآن، أسجل:,neutral,ar_fusha
لا للمحاكمات العسكرية للجواسيس اللى بيتعاونوا مع اسرائيل ! #تويت_كأنك_ناشط_ايام_حرب_اكتوبر,negative,ar_fusha
محمود الشامى العضو الجاهل لاتحاد الكرة يقول ان شعار رابعة محرم دوليا الجهل نوروون,negative,ar_fusha
#الجيزة #مصر_مش_تكيه الفاعلية الثالثه لاحرار اكتوبر امام سنترال الحى السادس,neutral,ar_fusha
دم شهيدات المنصورة يدين وحشية المجرمين الذين قتلوهن ويحق عليهم القصاص ولا يبرئ وحشيةالمتعصبين الذين القوهن الى التهلكة ويجب عليهم الاعتزال,negative,ar_fusha
اليوم انتصار للإسلام,positive,ar_fusha
#المحلة_الآن | حان الآن موعد صلاة #المغرب حسب التوقيت المحلي لمدينة #المحلة_الكبرى عَنْ أُمِّ المؤمنين أم,neutral,ar_fusha
الحركه الوطنيه يهنيء الشعب بعيد تحرير سيناء هنأ #حزب_الحركة_الوطنية_المصرية بقيادة الفريق #أحمد_شفيق الشعب,neutral,ar_fusha
ليه عوزنا فى ضلمة بعد ما شوفنا النور ليه خيفين من الكلمة يا عباد المأمور #حمزة_نمرة,neutral,ar_fusha
ندين اعمال العنف التي لجات لها عناصر تخريبية في محيط مبني جامعة الدول العربية #السادة_المحترم…,negative,ar_fusha
هاهاهاهاهاها,positive,ar_fusha
لا تثقل يومك بهموم غدك فقد لا تأتى هموم الغد و تكون قد حرمت نفسك من سرور يومك صباحكم سعادة و سرور :),neutral,ar_fusha
""": جرحى الغارات الصهيونية اليوم على شمال قطاع غزة #غزة_تحت_القصف رقم2 """,neutral,ar_fusha
لن تصل مصر مطلقا الى كأس العالم الا عندما تصل الديمقراطية الى مصر بلد تقتل ناسها وتلاحق جمهورها العاشق للكرة,negative,ar_fusha
شاهد - منتج فيلم مبارك و العائلة حسين الرزاز في آخر كلام #,positive,ar_fusha
#دعوة_الصائم_لاترد يا رب عنا علي انفسنا يا رب و اغفر لنا يا رب فانت اهل الرحمه و المغفره يا رب,positive,ar_fusha
شاهد - الإخوان: حل البرلمان انقلاب على المسيرة الديموقراطية 16,negative,ar_fusha
#انتخبوا_العرص بقت مكتوبة ف كل شوارع #مصر,negative,ar_fusha
بيان القوى السياسية المشتركة في الثورة - و - مستقبل السياحة في مصر في آخر كلام الليلة 9 - 7 على,neutral,ar_fusha
على المدى المتوسط والطويل لابد من التعامل مع أزمة الفراغ الديموجرافي (البشري) في سيناء وأزمة غياب التنمية وتحدي ربط سيناء ببقية الوطن,neutral,ar_fusha
"#محمود_سعد : ""أنا بحب الراقصات وهم فوق رأسي""",positive,ar_fusha
#حمدين_صباحى بيقول برنامجة هيتحقق في ٩ شهور ، بس مقالش هيبقي طبيعي و لا قيصري و في مستشفي اية !!!! الرحمة يا رب,negative,ar_fusha
حمزاوى: تجاوزات المرحلة الأولى لا ترقى للطعن فى نزاهة الانتخابات,neutral,ar_fusha
اتهام محمد مهدى عاكف المرشد السابق للاخوان (عمره أكثر من 90 عاما) بالقتل العمد يؤكد أن الفبركة وصلت مداها,negative,ar_fusha
شاركونا على تويتر يا شباب #خلق_جميل تعالوا ننشر على الهاشتاج ده أخلاق نحب نراها فى مجتمعاتنا و يتخلق بها,positive,ar_fusha
هل محمد حسنين #هيكل ولونا الشبل وغسان بن جدو هم من كانوا يشكلون عقلية المشاهد العربي في قناة الجزيرة,neutral,ar_fusha
بلال فضل ومصطفي النجار عن فاشية التعذيب في سجون وأقسام الشرطة بعد الانقلاب يكشف ان مصر ترتد لعصور العبودية، فظائع لا توصف,negative,ar_fusha
المحنه اخرها فرحه #الاهلى,neutral,ar_fusha
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا اصيييييل #احنا_شباب_هنصوت_للسيسى #سأنتخب_السيسي,positive,ar_fusha
هو بس سؤال رفيع للإخوان: بالنسبة لرجال الأعمال اللي كان رئيسكم بيكلمهم بكل حنية ودلال مش دول برضه الفلول اللي صدعتونا إنهم بيتآمروا عليه؟,negative,ar_fusha
#الداخلية_بلطجية واقعة الاعتداء على الزميلة م/ #داليا_رضوان,negative,ar_fusha
التعليم: ضعف مستوى التعليم الحكومي وازدهار المراكز الخاصة في الدائرة بعيداً عن رقابة وزارة التعليم,neutral,ar_fusha
تأكدوا أن التزام الرئيس بالقانون والحفاظ على استقلال القضاء وتدعيمه هو فى مصلحة الشعب قبل أى طرف آخر,positive,ar_fusha
رموز قبطية ترفض مقابلة هيلاري كلينتون إحتجاجا على تدخل الإدارة الأمريكية في السياسة المصرية وإنحيازها للتيارات الإسلامية,neutral,ar_fusha
طز فيك,negative,ar_fusha
تقرير ناري #الجزيرة تفضح علاقة #وزير #الداخلية بالبلطجي صبري نخنوع _,negative,ar_fusha
الرئيس عدلي منصور يصدر قرار بالتشكيل الجديد للجنة العليا للإنتخابات …,neutral,ar_fusha
أنا ضد أنا يكون نائبي إمراة أو مسيحي من أجل دعاية انتخابية ولكن سيتم إختيار الاكفأ في كل مجال سواء # #,negative,ar_fusha
لم يترك الانقلاب نقيصة الا وعملها,negative,ar_fusha
"سامي الجابر يتحمل كل شيء لأنه اعطي الصلاحية كاملة،مين يختار اللعيبة والتشكيلة ومين يضع التكتيك ""اذا كان فيه تكتيك",negative,ar_fusha
تيار قضاة الإستقلال: مجموعة الأشخاص الذين كان يجب ألا تستقل أبدا بمن يشكك في إنتمائهم لجماعة الإخوان المسلمين,neutral,ar_fusha
#حلم_نفسي_يتحقق اعيش مرتاحة,neutral,ar_fusha
#السيسي عين #عدلي_منصور رئيس مؤقت وعدلي طرطور رقى السيسي لرتبة #مشير الله يديم المحبة #مصر,neutral,ar_fusha
اللهم لك الحمد حتى ترضا ولك الحمد إذا رضيت ولك الحمد بعد الرضا #اللهم_امين #شكر,neutral,ar_fusha
باسم يوسف لذيذ,positive,ar_fusha
غير معقول وجود قوات جيش وصاعقة فى المدارس الصور مرعبة للعالم كله وجايين تقولو عايزين سياحة,negative,ar_fusha
الأهم من تشكيل لجنة الخمسين ان يصاغ الدستور بطريقة موضوعية #السادة_المحترمون,neutral,ar_fusha
صوتك العالي دليل على ضعف موقفك,negative,ar_fusha
_ لم أهاجمه بل أحترمه ولو كان له أخطاء فهو بالتأكيد شخصية تحترم,positive,ar_fusha
سلام السودان واستقراره شمالا وجنوبا ومنع العبث بأمنه واجب مصري,neutral,ar_fusha
"الدكتور عبد المنعم: ""إن لحم كتافنا من خير أبنا مصر البسطاء في الأحياء الفقيرة و على ضفوف الترع""",positive,ar_fusha
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا زعيييييييم #سأنتخب_السيسي #احنا_شباب_هنصوت_للسيسى #سوريا …,positive,ar_fusha
دول اوروبا اوقفت رحلات شركاتها الى مصر شركات التأمين ترفض عمل وثيقة للمسافر بكره تشوفو مصر,negative,ar_fusha
الاهرام رجع زى أيام هيكل البلد زى الفل بس تعبانة شوية وقواتنا تقترب من تل ابيب بس اسرائيل ضربت كل مطارتنا,positive,ar_fusha
تجاهل مبارك للفقراء لم يكن نابعا عن إهمال فقط وإنما فلسفة تقوم على احتقار الفقراء لأنهم فشلوا فى الثراء,negative,ar_fusha
المصريين,neutral,ar_fusha
عزيزي #ابراهيم_محلب تغطية عجز الموازنه بزيادة الاسعار سياسة المسئول الفاشل قليل الحيله,negative,ar_fusha
طبعا لسه متفائل، بل أكثر تفاؤلا بخروج المكبوت إلى النور أي جراحة لا تخلو من ألم؟,positive,ar_fusha
جيل الوسط هو الذي شغلته أسئلة ومشكلات عصره باحثين عن الحقيقة,positive,ar_fusha
يوم عظيم على شعب عظيم باذن الله حشود المصريين وهتافاتهم وسلميتهم تحرك الصخر النصر قادم وما النصر الا من عند الله,positive,ar_fusha
بسهولة تحكم على حضارة دولة من مستوى خبزها و أنواعه تركيا ماشاالله,neutral,ar_fusha
أدين بشدة تقديم كل صاحب رأي أو ناشط سياسي للمحاكمات العسكرية علي المجلس العسكري الالتزام بتعهده بعدم إحالة المدنيين لمحاكمات عسكرية,negative,ar_fusha
_ ولغايه ماتبنوا الكنايس جوامعنا وبيوتنا وقلوبنا وعيوننا مفتوحه ليكوا تنوروها وتنورونا,positive,ar_fusha
بنات عمارة انت الامل فى العيون #بنات_هندسة,positive,ar_fusha
#خلق_جميل احترام الكبير والعطف على الصغير,positive,ar_fusha
شبح اضطرابات عشية التصديق على عشرات الإعدامات | الأخبار #مصر #القاهرة #محمد…,positive,ar_fusha
"الليلة في ندوة الأسواني بالمقطم أدهشام عيسى يعرض أفكار""سيد قطب""ومدى ملائمتها للدولة المدنية الحديثة>> التفاصيل>>",neutral,ar_fusha
المحكمة الافريقية تقبل دعوى الحرية والعدالة و تلزم مصر بوقف إعدامات محكمة المنيا,neutral,ar_fusha
لمصر شعب يحميها رب أجعل هذا البلد آمنا مطمئنا,positive,ar_fusha
حبيتلكن حب من غير حنان وصحبتلكن صحبة من مالهاش أمان رحت لحكيم واكتر ولقيت بلوتى ان اللى جوه القلب مش ع اللسان ًعجبى #صلاح_جاهين,positive,ar_fusha
#السعودية #الرياض #الامارات #دبي #الجبيل تسويق 11:09:54,positive,ar_fusha
"يا مرعبهم يا مدمرهم :) #محمد_صلاح , #العب_يا_صلاح",positive,ar_fusha
#رصد | تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة #الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,positive,ar_fusha
مواضيع الفايسبووك : #الحب / # الخيانة / #عنيبات_الموسطاشات / #كرة_القدو / #الالتراس ◀سؤال: واش غير هاد الشي اللي,neutral,ar_shami
ماذا بعد انا شاهد الجميع الإخوان وهم يحاولون حرق #مصر و مذابح ضد المدنين العزل والجنود والضباط هل هناك من لازال يتحدث عن مبادارات و صلح؟!,negative,ar_fusha
الوقوف دقيقة حداد على ارواح شهداء احداث سيناء وعلى شهداء ثورة 25 يناير في بداية المؤتمر الجماهيري,neutral,ar_fusha
الله اكبر وتحيا مصر ،الحمد لله وحده، صاحب الفضل كله، انعم علينا بثورة عظيمة واختار من بيننا شهداء ابرار,positive,ar_fusha
تحية لقضاة مصر الأجلاء لدفاعهم عن حقوق الشعب المصري وحرياته وتمسكهم بمبدأ استقلال القضاء,positive,ar_fusha
شاهد - ' حزم الحرية الأمريكية #,neutral,ar_fusha
#اعتراف انا مبخفش من اى حاجة تتخيلها #حقيقة #اه_والله,neutral,ar_fusha
عندما يسكت الإخوان على بذاءات الشيوخ المؤيدين لهم وتطاولهم على الأعراض فوق المنابر فلا تفرحوا كثيرا لأنكم ستكتوون بنار البذاءة والسفالة,negative,ar_fusha
اغلاق كل الساحات والميادين الكبرى لمنع صلاة العيد وصمة عار على الانقلاب وحسابهم فى الاخرة عسير,negative,ar_fusha
في طريقي إلى التحرير لكي أقول لا لمواطنة الخرونج,neutral,ar_fusha
لاجديد ! فجمهور #شبكة_المجد يملكون من الوفاء والولاء ما تعجز عنه حروف الشكر والثناء مبادرة #بادرة_مجداوية لا نملك نحوها …,positive,ar_fusha
مسودة الدستور الطائفي الجديد,neutral,ar_fusha
شاهد - آخر كلام: تعديل مشروع قانون عزل الفلول #,negative,ar_fusha
‎#‏ ‎# ‏ مؤتمر ناجح لحزب الوسط بالسويس وكلمة عصام سلطان التي قاطعها الحضور بالتصفيق عدة مرات,positive,ar_fusha
#فيفي_عبده_الام_المثالية اصلا صارت كلمة مثاليه الحين سبه عجبكم كذا طيب امشي يابن المثاليه ههههههههههههههههه زمن حسبي لله على رجاله,negative,ar_fusha
فاكر يا #مظهر_شاهين يا امنجي يا ابني لما كنت عايزني احط اسمك في مجلس رئاسي مدني في احداث #محمد_محمود و مر…,negative,ar_fusha
نفسي أفهم سر العلاقة بين الملحدين أمثالك وبين قدسية الكنائس ،أليس للمساجد قدسية أيضاً,neutral,ar_fusha
اهلا وسهلا,positive,ar_fusha
رونالدو هو أعظم لاعب في تاريخ #ريال_مدريد #رياضة,positive,ar_fusha
لما أشدت بدور شباب الإخوان في الميدان وأعلنت أني سأنتخب مرسي كنت كاتب حر وطني منصف بمجرد ماأعترض على رئيسهم وقادتهم يبقى فيا العبرإخ وان,neutral,ar_fusha
تحركات مابراهيم محلب في افريقيا #في_حاجة_صح,neutral,ar_fusha
هل نتصور ان المجلس العسكري قد فوجيء بترشيح الشاطر للرئاسة بينما هو الذى منحه العفو الصفقة واضحة اكدها الاستاذ الهلباوي الاخواني الشريف,neutral,ar_fusha
قرارات الرئيس انقلاب علي الديمقراطية واحتكار كامل للسلطة وطن يبحث عن حلول يدفعه رئيسه لمزيد من المشكلات الثورة لن تقبل ديكتاتورا جديدا,negative,ar_fusha
لا للصدام بين الشعب والجيش ولا لاستخدام العنف ضد المتظاهرين سلميا وحدة الصف الآن هى أهم ضمانة لاستكمال أهداف الثورة ومسيرتها,negative,ar_fusha
ليس عندي أدنى شك أن أنصار تيارات الشعارات الإسلامية سيلجأون قريبا جدا لتصفية المختلفين معهم في الرأي هروبا من فشلهم في حل أزمات الواقع,negative,ar_fusha
المصري اليوم عندما نشرت ملخص المؤتمر وضعت الجملة في غير سياقها وكأن ليس من حق شباب الثورة الوصول للسلطة وهذا عكس مبادئ حزب الوسط تماما,negative,ar_fusha
على فكرة الخطاب ماكانش طائفيو هو بيتكلم عن الاخوان كجماعة سياسية تستخدم الدين على حد قوله في لاغراضها،الطائفية لما يهاجم دين,neutral,ar_fusha
هو كل كلب ولا كلبة يمسك منصب فاكر أنه ممكن يتحكم في تاريخ البلد دي على أشكالكم الضالة #مبارك #أكتوبر #سيناء #نصر,negative,ar_fusha
الاختيارات مش عاجبانى,negative,ar_fusha
القرآن يرفع الناس ويجعلهم في الدنيا والآخرة في أعلى مقام,positive,ar_fusha
الرضا بماا كتبه الله لك~ يجعل لك الحياة كما تريد♡,positive,ar_fusha
